Citation Number,Date Time Issued,Street Number,Street Name,Cross Street,Charge Code,Charge Description
R6856804       ,10/5/15 9:10,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856805       ,10/5/15 9:20,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856821       ,10/5/15 11:18,,BROADWAY                      ,GALILEI WAY                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856828       ,10/6/15 10:05,,BROADWAY                      ,QUINCY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6589385       ,10/6/15 15:50,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856964       ,10/6/15 16:55,,GREEN ST                      ,PLEASANT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854144       ,10/10/15 10:15,1324,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856968       ,10/12/15 17:53,,GREEN ST                      ,PLEASANT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588179       ,10/12/15 21:17,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588179       ,10/12/15 21:17,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856814       ,10/14/15 8:25,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856815       ,10/14/15 8:45,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6115633       ,10/14/15 8:50,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856816       ,10/14/15 9:00,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856817       ,10/14/15 9:10,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6589428       ,10/15/15 17:00,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6589429       ,10/15/15 17:00,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6589430       ,10/15/15 17:10,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588795       ,10/15/15 17:24,,EVERETT ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774131       ,10/16/15 9:33,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854324       ,10/17/15 8:29,,BROADWAY                      ,TROWBRIDGE ST                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588977       ,10/18/15 17:32,,EVERETT ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588850       ,10/19/15 8:30,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588851       ,10/19/15 8:40,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856818       ,10/19/15 9:20,,MASSACHUSETTS AVE             ,SHEPARD ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856819       ,10/19/15 9:30,,MASSACHUSETTS AVE             ,SHEPARD ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856820       ,10/19/15 9:40,,MASSACHUSETTS AVE             ,SHEPARD ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775642       ,10/19/15 10:05,,MASSACHUSETTS AVE             ,SHEPARD ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775643       ,10/19/15 10:15,,MASSACHUSETTS AVE             ,SHEPARD ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775644       ,10/19/15 10:20,,MASSACHUSETTS AVE             ,SHEPARD ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775645       ,10/20/15 8:20,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775646       ,10/20/15 8:25,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775647       ,10/20/15 8:31,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775648       ,10/20/15 8:45,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6115634       ,10/20/15 9:00,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775649       ,10/20/15 9:00,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R67756590      ,10/20/15 9:05,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775652       ,10/20/15 9:20,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854146       ,10/21/15 8:00,,HAMPSHIRE ST                  ,INMAN ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774129       ,10/21/15 11:25,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854147       ,10/21/15 12:37,,HAMPSHIRE ST                  ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854149       ,10/21/15 14:42,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775656       ,10/22/15 8:59,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775657       ,10/22/15 9:10,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775658       ,10/22/15 9:25,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774055       ,10/25/15 8:55,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774056       ,10/25/15 9:00,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774057       ,10/25/15 9:05,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774058       ,10/25/15 9:05,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775659       ,10/26/15 8:25,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775660       ,10/26/15 8:30,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775101       ,10/26/15 8:35,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774132       ,10/26/15 9:34,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775681       ,10/26/15 9:35,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775682       ,10/26/15 9:37,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6644445       ,10/26/15 9:40,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774133       ,10/26/15 9:42,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774134       ,10/26/15 9:44,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774135       ,10/26/15 9:44,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775683       ,10/26/15 9:44,77,MASSACHUSETTS                 ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6644446       ,10/26/15 9:45,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774136       ,10/26/15 9:51,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6644447       ,10/26/15 9:55,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6644448       ,10/26/15 10:00,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774137       ,10/26/15 10:00,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774138       ,10/26/15 10:00,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775103       ,10/26/15 10:00,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775104       ,10/26/15 10:05,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775684       ,10/26/15 10:14,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774139       ,10/26/15 10:15,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774140       ,10/26/15 10:15,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856461       ,10/26/15 10:15,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775685       ,10/26/15 10:20,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775686       ,10/26/15 10:20,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588856       ,10/27/15 8:15,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588857       ,10/27/15 8:20,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588858       ,10/27/15 8:35,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6588859       ,10/27/15 8:44,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6115284       ,10/27/15 12:14,,AMES ST                       ,BROADWAY                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6115285       ,10/27/15 12:14,,BROADWAY                      ,GALILEI WAY                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856464       ,10/27/15 14:57,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856465       ,10/27/15 15:09,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856466       ,10/27/15 15:18,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775687       ,10/27/15 15:25,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856468       ,10/27/15 15:25,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775688       ,10/27/15 15:30,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856469       ,10/27/15 15:30,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6428160       ,10/27/15 17:15,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856911       ,10/27/15 17:15,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856912       ,10/27/15 17:20,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3592460       ,10/27/15 17:21,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856913       ,10/27/15 17:35,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856470       ,10/28/15 13:25,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856223       ,10/28/15 13:55,84,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856473       ,10/28/15 14:25,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856474       ,10/28/15 14:40,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856480       ,10/29/15 14:08,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774361       ,10/29/15 14:20,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854521       ,10/29/15 14:25,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856231       ,10/30/15 8:45,,AMHERST ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775689       ,10/30/15 8:46,,AMHERST ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774362       ,11/2/15 8:40,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854522       ,11/2/15 8:48,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854524       ,11/2/15 8:48,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854525       ,11/2/15 9:02,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774364       ,11/2/15 9:05,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854526       ,11/3/15 8:32,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774366       ,11/3/15 8:50,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854527       ,11/3/15 8:50,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774367       ,11/3/15 9:03,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854528       ,11/3/15 9:03,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854529       ,11/3/15 9:05,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774368       ,11/3/15 9:07,,CAMBRIDGE ST                  ,HUNTING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6644459       ,11/3/15 12:20,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6644460       ,11/3/15 12:20,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775113       ,11/3/15 12:20,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775114       ,11/3/15 12:20,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775115       ,11/3/15 12:50,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775116       ,11/3/15 13:30,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856560       ,11/3/15 17:15,,BINNEY ST                     ,SECOND ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856560       ,11/3/15 17:15,,BINNEY ST                     ,SECOND ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856303       ,11/4/15 17:11,,LINDEN ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6859366       ,11/5/15 17:30,,ELIOT ST                      ,MT AUBURN ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6589243       ,11/5/15 17:39,,MASSACHUSETTS AVE             ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854155       ,11/7/15 7:00,,PUTNAM AVE                    ,RIVER ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774371       ,11/9/15 9:21,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774372       ,11/9/15 9:21,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775694       ,11/9/15 9:25,55,MAGAZINE ST                   ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854532       ,11/9/15 9:28,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854533       ,11/9/15 9:28,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774373       ,11/9/15 9:29,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774374       ,11/9/15 9:29,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775120       ,11/9/15 9:30,,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854534       ,11/9/15 9:38,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775695       ,11/9/15 9:40,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775695       ,11/9/15 9:40,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775697       ,11/9/15 9:55,,MASSACHUSETTS AVE             ,MEMORIAL DR                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775697       ,11/9/15 9:55,,MASSACHUSETTS AVE             ,MEMORIAL DR                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775697       ,11/9/15 9:55,,MASSACHUSETTS AVE             ,MEMORIAL DR                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854536       ,11/9/15 10:10,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854537       ,11/9/15 10:15,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775698       ,11/9/15 10:24,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6775699       ,11/9/15 10:36,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856240       ,11/10/15 14:15,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856484       ,11/12/15 8:55,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856171       ,11/12/15 9:05,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856201       ,11/12/15 9:05,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856485       ,11/12/15 9:05,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856202       ,11/12/15 9:10,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856203       ,11/12/15 9:25,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856204       ,11/12/15 9:35,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5135511       ,11/12/15 21:30,,BROADWAY                      ,GALILEI WAY                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6774378       ,11/16/15 8:45,,CAMBRIDGE ST                  ,HARDING ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856381       ,11/16/15 8:45,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856381       ,11/16/15 8:45,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854540       ,11/16/15 8:46,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854581       ,11/16/15 8:46,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856382       ,11/16/15 8:57,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856383       ,11/16/15 8:57,,AMHERST ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856383       ,11/16/15 8:57,,AMHERST ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854582       ,11/16/15 9:08,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854583       ,11/16/15 9:10,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856488       ,11/16/15 12:20,,MASSACHUSETTS AVE             ,ROSELAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854661       ,11/17/15 16:00,,AMHERST ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854761       ,11/17/15 16:00,,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856217       ,11/17/15 16:03,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856493       ,11/17/15 16:05,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856218       ,11/17/15 16:10,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854585       ,11/17/15 16:17,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854586       ,11/17/15 16:19,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6859368       ,11/17/15 16:20,,ELIOT ST                      ,MT AUBURN ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854763       ,11/17/15 16:25,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856219       ,11/17/15 16:25,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856496       ,11/17/15 16:25,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854587       ,11/17/15 16:29,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854764       ,11/17/15 16:30,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854901       ,11/17/15 16:30,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856659       ,11/17/15 16:30,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6859369       ,11/17/15 16:30,,ELIOT ST                      ,MT AUBURN ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856220       ,11/17/15 16:35,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856497       ,11/17/15 16:35,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854801       ,11/17/15 16:39,,LANDSDOWNE ST                 ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854765       ,11/17/15 16:40,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854665       ,11/17/15 16:43,,CAMBRIDGE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854589       ,11/17/15 16:45,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854702       ,11/17/15 16:45,,MASSACHUSETTS AVE             ,WESTERN AVE                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856498       ,11/17/15 16:45,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854602       ,11/17/15 16:50,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854666       ,11/17/15 16:50,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856499       ,11/17/15 16:50,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854603       ,11/17/15 17:00,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854804       ,11/17/15 17:01,,ALBANY ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854767       ,11/17/15 17:05,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854768       ,11/17/15 17:05,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6856500       ,11/17/15 17:05,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854805       ,11/17/15 17:08,,ALBANY ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R68544902      ,11/17/15 17:10,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854604       ,11/17/15 17:10,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854902       ,11/17/15 17:10,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R6854605       ,11/17/15 17:15,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
